Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
9.199999809,0,76.54977554,25.97247043,60.99972648,0.9055276683,157.3352281,6.505392075,298.2501526,0,112.7095566,209.7549896,9.999999747e-05,66021.44531,16.43765259,-2.986897693e-05
9.399999619,0,76.5495126,25.97355042,61.00744775,0.9056568227,157.9828892,6.500296593,298.2708435,0,111.0821152,223.1541901,9.999999747e-05,66097.65625,16.39840317,-2.990841595e-05
9.600000381,0,76.55114365,25.97462003,61.01401544,0.9058108293,158.7567967,6.494624138,298.3034668,0,111.4896393,239.5744324,9.999999747e-05,66174.17969,16.3599453,-2.997377688e-05
9.800000191,0,76.55600565,25.9756223,61.01803249,0.9060027528,159.7392259,6.488684654,298.339325,0,114.1622696,260.8336792,9.999999747e-05,66250.67188,16.31707954,-3.005729252e-05
10,0,76.56380195,25.97664136,61.01939751,0.9062604546,161.0998472,6.482785225,298.3725586,0,119.2097626,284.3383789,9.999999747e-05,66328.49219,16.27157021,-3.014236465e-05
10.19999981,0,76.57403838,25.97754895,61.01679506,0.9065777246,162.8484657,6.476450443,298.3812256,0,126.6159439,308.2619324,9.999999747e-05,66408.125,16.21821976,-3.02001738e-05
10.39999962,0,76.58330073,25.97844104,61.01131661,0.906962387,165.0818225,6.471077919,298.4045715,0,136.557724,324.9700012,9.999999747e-05,66490.30469,16.1728363,-3.024677083e-05
10.60000038,0,76.592447,25.97876439,61.0002607,0.9073044753,167.1747123,6.464997768,298.3822327,0,148.6439209,347.2561035,9.999999747e-05,66575.25,16.11149025,-3.026007969e-05
10.80000019,0,76.59608838,25.97951068,60.99168933,0.9077288847,169.8436672,6.459080219,298.3598022,0,163.1674957,354.5449219,9.999999747e-05,66663.6875,16.05704308,-3.022717997e-05
11,0,76.59144967,25.97940039,60.9820927,0.90794554,171.4537985,6.453373909,298.3573914,0,180.0552673,361.306366,9.999999747e-05,66755.94531,16.00349045,-3.021469506e-05
11.19999981,0,76.5832085,25.97872807,60.9740295,0.9079943417,172.1235825,6.447414398,298.3728638,0,199.2254639,374.1389465,9.999999747e-05,66852.30469,15.94736862,-3.024243955e-05
11.39999962,0,76.5725085,25.97746386,60.96892276,0.9078468408,171.6433343,6.440759182,298.3756714,0,220.7810059,392.9016113,9.999999747e-05,66952.9375,15.88285351,-3.027823679e-05
11.60000038,0,76.55675772,25.97549527,60.96778846,0.9074543349,169.733977,6.43250227,298.3387146,0,225,407.7362671,9.999999747e-05,67053.90625,15.80585861,-3.026513337e-05
11.80000019,0,76.54395587,25.97626809,60.97356929,0.9076581707,171.0903115,6.422958851,298.3413696,0,225,409.0487671,9.999999747e-05,67155.21094,15.74202251,-3.026077832e-05
12,0,76.53426171,25.97709165,60.97715443,0.9079050786,172.6438981,6.412306309,298.3605042,0,225,422.9480286,9.999999747e-05,67256.84375,15.67422867,-3.032250867e-05
12.19999981,0,76.52625746,25.9779073,60.98095058,0.9081769143,174.2532771,6.400727749,298.3874817,0,225,442.3295288,9.999999747e-05,67358.8125,15.60326672,-3.041641456e-05
12.39999962,0,76.51779047,25.97848638,60.98475667,0.9084182517,175.6292067,6.388327122,298.3999023,0,225,465.006958,9.999999747e-05,67461.01562,15.52677059,-3.05091659e-05
12.60000038,0,76.50652429,25.97875008,60.98923765,0.9086039829,176.639834,6.375200272,298.3948975,0,225,483.6182556,9.999999747e-05,67563.36719,15.44636822,-3.057376541e-05
12.80000019,0,76.49140289,25.978523,60.99389799,0.9086875205,177.0499864,6.361665726,298.421875,0,225,496.7951355,9.999999747e-05,67665.84375,15.36655045,-3.065911823e-05
13,0,76.47566442,25.97766239,60.99666515,0.9086507575,176.7776175,6.347783566,298.466095,0,225,520.9529419,9.999999747e-05,67768.28125,15.28205204,-3.08007958e-05
13.19999981,0,76.46069796,25.9762314,60.99869489,0.9085077969,175.8131533,6.333422184,298.4750671,0,225,551.8226929,9.999999747e-05,67870.44531,15.18996239,-3.092712075e-05
13.39999962,0,76.44422386,25.97430072,61.00143835,0.9082377066,174.0558601,6.318789482,298.4912415,0,225,572.0631104,9.999999747e-05,67972.23438,15.09603882,-3.102812871e-05
13.60000038,0,76.42705738,25.97195094,61.00294704,0.9078573202,171.7527972,6.303908348,298.5074158,0,225,595.3922119,9.999999747e-05,68073.53125,14.9980669,-3.114046878e-05
13.80000019,0,76.41232295,25.96929627,61.00343711,0.9073791347,168.9155003,6.2886343,298.5005798,0,225,619.2736206,9.999999747e-05,68174.17969,14.8957386,-3.123180904e-05
14,0,76.40089755,25.96651385,61.00346324,0.9068194114,165.6211722,6.273766994,298.5717163,0,225,635.8280029,9.999999747e-05,68274.27344,14.79416275,-3.13862537e-05
14.19999981,0,76.39268347,25.96391692,61.00021573,0.9062883125,162.7960945,6.258350372,298.5673523,0,225,679.1877441,9.999999747e-05,68373.65625,14.68841553,-3.154435533e-05
14.39999962,0,76.39602364,25.96181534,60.99636211,0.9057217666,159.7216967,6.243409634,298.6035767,0,225,698.5842896,9.999999747e-05,68472.45312,14.58854103,-3.166897412e-05
14.60000038,0,76.39887058,25.9599871,60.99152085,0.9052343977,157.2445295,6.228988647,298.5943298,0,225,732.3979492,9.999999747e-05,68570.67969,14.51802063,-3.178778126e-05
14.80000019,0,76.40999523,25.95870542,60.9860685,0.9047999638,154.8671113,6.231875896,298.5073242,0,225,751.5717163,9.999999747e-05,68668.48438,16.16346169,0.0008885474887
15,0,76.93601668,25.95577853,60.8560423,0.904273284,151.958566,6.27794981,298.0184631,0,225,743.9089355,9.999999747e-05,68765.9375,16.22749329,0.05468873069
15.19999981,0,76.84419928,25.96056751,60.8893561,0.9047179973,154.5617531,6.320803165,297.6566772,0,225,594.9232788,9.999999747e-05,68863.92969,16.23894691,0.0726939572
15.39999962,0,76.7698298,25.96317074,60.90926143,0.9050340752,156.3047047,6.360539913,299.8254089,0,225,178.4769745,649.8994751,68961.98438,16.24585724,0.07351890086
15.60000038,0,76.79164502,25.96380801,60.87111324,0.9055359785,159.8331539,6.39650631,299.1147156,0,225,916.5297852,64.98995209,69060.40625,16.25535774,0.08517810954
15.80000019,0,76.79982447,25.96659657,60.90010754,0.9057512838,161.295553,6.428880692,298.4726562,0,225,723.5249634,6.498994827,69159.28125,16.26248741,0.1082334643
16,0,76.85508021,25.96890849,60.89333267,0.906411777,164.463957,6.457751274,298.0368652,0,225,549.1484375,0.6498994827,69258.94531,16.27247238,0.1258273858
16.20000076,0,76.75464712,25.97023072,60.91526142,0.9064922722,164.5228081,6.483408928,297.7918396,0,225,421.3395081,0.06498994678,69358.75,16.27482033,0.1272969033
16.39999962,0,76.648931,25.97023292,60.93543542,0.9062827194,163.3773514,6.505878925,299.2773743,0,225,126.4018555,427.5332947,69458.20312,16.27300644,0.114865201
16.60000038,0,76.6058413,25.96833505,60.91211826,0.9060288124,161.3315375,6.525234222,298.9362183,0,223.1768646,632.947937,42.75333023,69556.71094,16.27021408,0.1097030997
16.79999924,0,76.78573646,25.97220497,60.90712507,0.9071220871,168.0222333,6.541239262,298.6004333,0,213.6116943,552.0073853,4.275332928,69654.8125,16.2777462,0.1130826595
17,0,76.74938956,25.97399014,60.91558135,0.9074764279,169.5624715,6.554026127,298.360199,0,197.6454926,473.8244629,0.4275332987,69750.07031,16.27820206,0.1203148165
17.20000076,0,76.72027263,25.97552943,60.91918454,0.907831809,171.3481673,6.547197342,298.1827698,0.5190687776,98.82274628,415.9768066,0.04275333136,69825.55469,16.25413513,0.1379186754
17.39999962,0,76.85752999,25.97892366,60.90816464,0.9092197401,179.4334455,6.532427788,298.052002,0,80.52721405,370.0806885,0.004275333136,69898.89844,16.2622776,0.1547586951
17.60000038,0,76.74114575,25.9761008,60.94788313,0.9083636101,174.0569535,6.511402607,297.9420471,0,68.10279083,333.1467285,0.0004275332903,69968.52344,16.2539444,0.1890245636
17.79999924,0,76.72687796,25.97444672,60.96030477,0.9080338192,172.5834632,6.490582466,299.1860657,0,64.08336639,99.9440155,345.0247803,70036.90625,16.2486763,0.1928560773
18,0,77.03933834,25.96390123,60.85029398,0.9074229442,174.1124721,6.472836018,298.9034424,0,68.37145996,527.77771,34.50247955,70106.35938,16.24474144,0.2198995895
18.20000076,0,77.03829696,25.96553392,60.9188876,0.9098935171,183.6547774,6.46242094,298.6016541,0,79.74861145,465.4189453,3.450248003,70180.27344,16.27425003,0.2496245516
